question,answer,source_file
"Câu 2. Máy Gia tốc Hạt Lớn (LHC) là máy gia tốc hạt lớn nhất và có năng lượng cao nhất thế giới, được xây dựng bởi Tổ chức Nghiên cứu Hạt nhân châu Âu (CERN) từ năm 1998 đến 2008. LHC có chu vi 27 km và sử dụng các nam châm siêu dẫn để tạo ra từ trường mạnh, giúp gia tốc các hạt proton đến năng lượng rất cao. Khi cho mẫu vào máy này, hạt có khối lượng bị ion hóa sẽ mang điện tích . Sau đó, hạt được tăng tốc đến tốc độ nhờ hiệu điện thế . Tiếp theo, hạt sẽ chuyển động vào vùng từ trường theo phương vuông góc với cảm ứng từ . Lực từ tác dụng lên hạt có độ lớn , có phương vuông góc với cảm ứng từ và với vận tốc của hạt. Bán kính quỹ đạo tròn của hạt trong vùng có từ trường là . Giả sử một hạt proton có điện tích q và khối lượng m=1,67×10−27 kg đang chuyển động tròn trong từ trường B = 5 T với bán kính quỹ đạo là r = 0,4297 m. Biết độ lớn điện tích của electron là .","['A. MD1VL1.1 a) Điện tích của proton là âm.', 'B. MD2VL1.5 b) Từ trường có tác dụng lực lên hạt proton, giúp hạt này duy trì quỹ đạo tròn.', 'C. MD2VL3.1 c) Tốc độ của hạt proton trong từ trường là 2,05844311,4 m/s.', 'D. MD3VL3.1 d) Động năng của hạt proton là 221,125 electron-volt (eV).', 'E. a) SAI. Điện tích của proton là dương, q = 1,6.10-19 C.', 'F. b) ĐÚNG. Từ trường có tác dụng lực lên hạt proton, giúp hạt này duy trì quỹ đạo tròn.', 'G. c) ĐÚNG. Lực Lorenxơ đóng vai trò chính là lực hướng tâm:', 'H. d) SAI. Động năng của proton:']",08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
"Câu 3. Một nhóm học sinh tìm hiểu về mối liên hệ giữa sự thay đổi nội năng của một khối khí xác định và nhiệt độ của nó. Họ đã thực hiện các nội dung sau: (I) Chuẩn bị các dụng cụ: Xilanh có pit-tông và cảm biến nhiệt độ (hình vẽ); (II) Họ cho rằng khi làm thay đổi nội năng của khối khí trong xilanh bằng cách tăng, giảm thể tích thì nhiệt độ của khối khí thay đổi; (III) Họ đã làm thí nghiệm nén khối khí trong xilanh và thu được kết quả là nhiệt độ khối khí tăng lên; (IV) Họ kết luận rằng thí nghiệm này đã chứng minh được nội dung ở (II).","['A. MD1VL1.1 a) Việc chuẩn bị xilanh có pit-tông và cảm biến nhiệt độ trong nội dung (I) là một phần của quá trình thực hiện thí nghiệm.', 'B. MD2VL2.1 b) Nhận định rằng khi làm thay đổi nội năng của khối khí bằng cách thay đổi thể tích sẽ làm nhiệt độ thay đổi là giả thuyết của nhóm học sinh.', 'C. MD2VL3.1 c) Việc nén khối khí trong xilanh và quan sát nhiệt độ tăng lên đủ để nhóm học sinh kết luận rằng giả thuyết của họ.', 'D. MD2VL3.1 d) Trong thí nghiệm nén khối khí, nội năng của khối khí tăng là do khối khí đã nhận công từ bên ngoài tác động vào nó.', 'E. a) ĐÚNG. Chuẩn bị dụng cụ là một bước cần thiết để thực hiện thí nghiệm. Việc có xilanh với pit-tông và cảm biến nhiệt độ giúp nhóm học sinh có các công cụ cần thiết để đo đạc và quan sát sự thay đổi nhiệt độ của khối khí khi thay đổi thể tích. Đây là một phần của kế hoạch nghiên cứu và là bước đầu tiên trong quá trình thực hiện thí nghiệm.', 'F. b) ĐÚNG. Giả thuyết là một phỏng đoán ban đầu về mối quan hệ giữa các đại lượng vật lý, trong trường hợp này là nội năng và nhiệt độ. Nhóm học sinh cho rằng nếu thay đổi nội năng của khối khí bằng cách nén hoặc giãn thể tích, thì nhiệt độ của khối khí cũng sẽ thay đổi. Đây là giả thuyết cần kiểm chứng thông qua thí nghiệm.', 'G. c) SAI. Quan sát duy nhất về việc nhiệt độ tăng khi nén khí không đủ để đưa ra kết luận chính xác rằng giả thuyết là đúng, vì điều này có thể bị ảnh hưởng bởi nhiều yếu tố khác. Để kết luận, nhóm học sinh cần thực hiện nhiều lần thí nghiệm với các điều kiện khác nhau hoặc kiểm tra thêm các yếu tố ảnh hưởng. Một thí nghiệm đơn lẻ không thể khẳng định chắc chắn mối liên hệ giữa nội năng và nhiệt độ.', 'H. d) ĐÚNG. Khi nén khí trong xilanh, pit-tông tác động lực lên khối khí, làm cho khối khí nhận công từ bên ngoài. Công này được chuyển thành nội năng, khiến nhiệt độ của khối khí tăng lên.']",08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
"Câu 4. Để xác định máu trong cơ thể một bệnh nhân, bác sĩ tiêm vào máu người đó 10 cm3 một dung dịch chứa có chu kì bán rã 15 giờ với nồng độ 10-3 mol/lít.","['A. MD2VL2.1 a) Số mol đã đưa vào trong máu bệnh nhân là n = 10-5 mol.', 'B. MD2VL2.1 b) Khối lượng đã đưa vào trong máu bệnh nhân là m0 = 2,4.10-4 g.', 'C. MD3VL3.1 c) Sau 6 giờ lượng chất phóng xạ còn lại trong máu bệnh nhân là m = 1,8.10-4 g.', 'D. MD3VL3.1 d) Sau 6 giờ người ta lấy ra 10 cm3 máu bệnh nhân và đã tìm thấy 1,5.10-8 mol của chất .', 'E. a) ĐÚNG. Số mol đã đưa vào trong máu bệnh nhân là : .', 'F. b) ĐÚNG. Khối lượng đã đưa vào trong máu bệnh nhân là : m0 =n.M= 2,4.10-4 g.', 'G. c) ĐÚNG. Sau 6 giờ lượng chất phóng xạ còn lại trong máu bệnh nhân là :.', 'H. d) ĐÚNG. Sau 6 giờ người ta lấy ra 10 cm3 máu bệnh nhân và đã tìm thấy 1,5.10-8 mol của chất . Thể tích máu trong cơ thể bệnh nhân là']",08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
"Câu 2. MD2VL2.1 Giả sử một người sử dụng bình oxygen và giảm số phân tử oxygen trong bình còn 1,505·1024 phân tử ở nhiệt độ 20 °C. Khi đó, áp suất của oxygen trong bình là bao nhiêu atm? (Làm tròn kết quả đến chữ số hàng đơn vị).","['A. Số mol khí oxygen là', 'B. Dùng phương trình Calpeyron: pV=nRT']",08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
"Câu 3. MD2VL3.1 Biết dây dẫn có chiều dài L=500 m, thì tổng lực từ cực đại do từ trường Trái Đất tác dụng lên toàn bộ chiều dài dây dẫn là bao nhiêu Newton? (Làm tròn kết quả đến chữ số hàng đơn vị).",['A. Cường độ dòng điện cực đại'],08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
"Vì hiệu suất của nhà máy là 32%, chỉ 32% năng lượng từ quá trình phân hạch được chuyển thành điện năng, nghĩa là phần nhiệt lượng dư chiếm 68% của công suất tỏa ra:","['A. P nhiệt dư = Ptoa. (1-H) = 3500.0,68 = 2380 MW', 'B. P nhiệt hấp thụ = P nhiệt dư . 0,7 = 1666 MW']",08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
Nhiệt lượng dư xả ra môi trường là 30% nhiệt lượng dư không được hấp thụ:,"['A. P nhiệt xả ra = P nhiệt dư . 0,3 = 714 MW']",08ThptTranHungDao-ThptChuVanAn-PhamThanh.docx
NB – HH1.1 Phản ứng hoá học nào xảy ra trong quá trình ăn mòn kim loại?,"['A. Phản ứng trao đổi.', 'B. Phản ứng oxi hoá – khử.', 'C. Phản ứng thủy phân.', 'D. Phản ứng acid – base.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Thành phần chính của muối ăn là NaCl. Tên của hợp chất này là,"['A. sodium chlorine.', 'B. sodium chloride.', 'C. sodium chlorite.', 'D. sodium chlorate.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Poly(vinyl chloride) có công thức là,"['A. .', 'B. .']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Liên kết kim loại được hình thành do,"['A. lực hút tĩnh điện giữa các electron hoá trị tự do với các ion dương kim loại ở các nút mạng.', 'B. sự cho và nhận electron giữa các nguyên tử kim loại.', 'C. các cặp electron dùng chung giữa hai nguyên tử kim loại.', 'D. lực hút tĩnh điện của ion dương kim loại với nguyên tử kim loại.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.2 Quá trình sản xuất soda bằng phương pháp Solvay không sử dụng nguyên liệu nào sau đây?,"['A. Carbon dioxide.', 'B. Muối ăn.', 'C. Sodium hydroxide.', 'D. Ammonia.']",1.ThptHoangViet_NguyenMinhTri.docx
"NB – HH1.4 Nước cứng gây nhiều tác hại trong đời sống và sản xuất như đóng cặn đường ống dẫn nước, làm xà phòng có ít bọt khi giặt quần áo, làm giảm mùi vị thực phẩm khi nấu ăn. Nước cứng là nước chứa nhiều ion","['A. Ca2+ và Mg2+.', 'B. Cl- và SO42-.', 'C. HCO3- và Cl-.', 'D. Na+ và K+.']",1.ThptHoangViet_NguyenMinhTri.docx
"Trong các tinh dầu trên, theo quy định có bao nhiêu tinh dầu được phép mang theo lên máy bay?","['A. 2.', 'B. 4.', 'C. 5.', 'D. 6.']",1.ThptHoangViet_NguyenMinhTri.docx
"Hiểu – HH3.2 Phân đạm cung cấp nguyên tố nitrogen cho cây trồng ở dạng ammonium , nitrate . Độ dinh dưỡng của phân đạm được tính bằng phần trăm khối lượng của nguyên tố nitrogen có trong loại phân bón đó. Loại phân đạm nào sau đây có độ dinh dưỡng cao nhất?","['A. (NH4)2SO4.', 'B. CO(NH2)2.', 'C. NH4NO3.', 'D. NH4Cl.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.4 Kết quả phân tích phổ khối lượng (MS) cho thấy phân tử khối của hợp chất hữu cơ X là 58. Chất X có thể là,"['A. acetic acid.', 'B. acetone.', 'C. vinyl formate.', 'D. trimethylamine.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Phản ứng nào sau đây được gọi là phản ứng xà phòng hóa?,"['A. Thủy phân ester trong môi trường kiềm.', 'B. Thủy phân ester trong môi trường acid.', 'C. Phản ứng điều chế ester từ carboxylic acid và alcohol.', 'D. Phản ứng hydrogen hóa chất béo chứa gốc acid không no.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.3 Hợp chất (CH3)2NH có tên thay thế là,"['A. dimethylamine.', 'B. N-methylmethanamine.', 'C. methylamine.', 'D. ethanamine.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Chất nào sau đây thuộc loại disaccharide?,"['A. Maltose.', 'B. Glucose.', 'C. Fructose.', 'D. Amylose.']",1.ThptHoangViet_NguyenMinhTri.docx
Nhận định nào sau đây đúng?,"['A. Phản ứng nitro hóa benzene là phản ứng cộng.', 'B. Trong giai đoạn (2) ở trên có sự hình thành liên kết .', 'C. Trong phân tử benzene có 6 liên kết .', 'D. X có cùng công thức phân tử với nitrobenzene.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.2 Công thức cấu tạo thu gọn của methyl ethanoate là,"['A. HCOOCH3.', 'B. CH3COOCH3.', 'C. CH3COOCH2CH3.', 'D. CH3CH2COOCH3.']",1.ThptHoangViet_NguyenMinhTri.docx
"NB – HH1.1 “Peptide là những hợp chất hữu cơ được cấu tạo từ các đơn vị … (1) … liên kết với nhau qua liên kết … (2) … ”. Nội dung phù hợp trong ô trống (1), (2) lần lượt là","['A. α-amino acid, amide (-CO-NH-).', 'B. β-amino acid, amide (-CO-NH-).', 'C. α-amino acid, peptide (-CO-NH-).', 'D. β-amino acid, peptide (-CO-NH-).']",1.ThptHoangViet_NguyenMinhTri.docx
Cho các nhận định sau về quá trình điện di của glutamic acid:,"['A. (a) Với môi trường pH = 1,0 thì dạng (I) di chuyển về cực dương.', 'B. (b) Với môi trường pH = 3,2 thì dạng (II) hầu như không dịch chuyển về các điện cực.', 'C. (c) Với môi trường pH = 12,0 thì dạng (III) di chuyển về cực dương.', 'D. (d) Với môi trường pH = 1,0 thì dạng (I) hầu như không dịch chuyển về các điện cực.']",1.ThptHoangViet_NguyenMinhTri.docx
Các nhận định đúng là,"['A. (a), (b).', 'B. (b), (c).', 'C. (b), (d).', 'D. (c), (d).']",1.ThptHoangViet_NguyenMinhTri.docx
Nhận xét nào sau đây về phản ứng trên là đúng?,"['A. Sn2+ là chất khử, Cr3+ là chất oxi hóa.', 'B. Cr là chất oxi hóa, Sn2+ là chất khử.', 'C. Cr là chất khử, Sn2+ là chất oxi hóa.', 'D. Cr3+ là chất khử, Sn2+ là chất oxi hóa.']",1.ThptHoangViet_NguyenMinhTri.docx
"VD – HH1.6 Một pin điện hóa tạo bởi hai cặp oxi hóa - khử ở điều kiện chuẩn: Fe2+/Fe và Sn2+/Sn với thế điện cực chuẩn tương ứng là -0,440 V và -0,137 V. Cho các phát biểu về pin điện hóa trên như sau:","['A. (a) Anode của pin là Sn.', 'B. (b) Cathode của pin là Fe2+.', 'C. (c) Quá trình xảy ra ở anode khi pin hoạt động là: Fe → Fe2+ +2e.', 'D. (d) Quá trình xảy ra ở cathode khi pin hoạt động là: Sn2+ +2e → Sn.', 'E. (e) Sức điện động chuẩn của pin là 0,203 (V).', 'F. Số phát biểu đúng là', 'A. 4.', 'B. 2.', 'C. 3.', 'D. 1.']",1.ThptHoangViet_NguyenMinhTri.docx
Quá trình điện phân được tiến hành với dòng điện có hiệu điện thế thấp (U = 5 V) và cường độ dòng điện 100–300 kA.,"['A. Cho biết: Năng lượng điện tiêu thụ theo lí thuyết: (kWh), trong đó mAl là khối lượng Al được điều chế (gam); F là hằng số Faraday (F = 96485 C mol-1); U (V) là hiệu điện thế áp đặt vào hai cực của bình điện phân.', 'B. Hiểu – HH1.3 a. Tại cathode xảy ra quá trình khử cation Al3+.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.2 b. Cryolite không bị điện phân trong thùng điện phân.,['A. Hiểu – HH2.2 c. Năng lượng điện tiêu thụ để sản xuất được 1 kg Al theo lí thuyết là 10 kWh (đã làm tròn đến hàng đơn vị).'],1.ThptHoangViet_NguyenMinhTri.docx
"Hỗn hợp sau phản ứng được làm lạnh để tạo tinh thể aspirin. Sau đó tiến hành lọc, rửa, làm khô sản phẩm.",['A. NB – HH1.1 a. Phản ứng tổng hợp aspirin là phản ứng ester hóa.'],1.ThptHoangViet_NguyenMinhTri.docx
Hiểu – HH1.4 b. Sử dụng phương pháp kết tinh để tách aspirin ra khỏi hỗn hợp sau phản ứng.,['A. Hiểu – HH1.4 c. 1 mol aspirin tác dụng tối đa với 2 mol NaOH trong dung dịch.'],1.ThptHoangViet_NguyenMinhTri.docx
"Thí nghiệm 2: Thêm dung dịch H2SO4 (loãng, dư) vào 25,0 mL dung dịch Y, thu được dung dịch Z. Nhỏ từ từ dung dịch KMnO4 0,1M vào Z đến khi phản ứng vừa đủ thì hết 25,0 mL. Tính phần trăm số mol Fe(II) đã bị oxi hóa trong không khí (Kết quả làm tròn đến phần mười).","['A. ----------------------------- Hết -----------------------------', 'B. - Thí sinh chỉ lựa chọn chọn chính xác 01 ý trong 1 câu hỏi được 0,1 điểm.', 'C. - Thí sinh chỉ lựa chọn chọn chính xác 02 ý trong 1 câu hỏi được 0,25 điểm.', 'D. - Thí sinh chỉ lựa chọn chọn chính xác 03 ý trong 1 câu hỏi được 0,5 điểm.', 'E. - Thí sinh chỉ lựa chọn chọn chính xác 04 ý trong 1 câu hỏi được 1,0 điểm.', 'F. - Đáp án', 'G. Họ và tên thí sinh……………………………………….', 'H. Số báo danh: …………………………………………….']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Phản ứng hoá học nào xảy ra trong quá trình ăn mòn kim loại?,"['A. Phản ứng trao đổi.', 'B. Phản ứng oxi hoá – khử.', 'C. Phản ứng thủy phân.', 'D. Phản ứng acid – base.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Thành phần chính của muối ăn là NaCl. Tên của hợp chất này là,"['A. sodium chlorine.', 'B. sodium chloride.', 'C. sodium chlorite.', 'D. sodium chlorate.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Poly(vinyl chloride) có công thức là,"['A. .', 'B. .']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Liên kết kim loại được hình thành do,"['A. lực hút tĩnh điện giữa các electron hoá trị tự do với các ion dương kim loại ở các nút mạng.', 'B. sự cho và nhận electron giữa các nguyên tử kim loại.', 'C. các cặp electron dùng chung giữa hai nguyên tử kim loại.', 'D. lực hút tĩnh điện của ion dương kim loại với nguyên tử kim loại.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.2 Quá trình sản xuất soda bằng phương pháp Solvay không sử dụng nguyên liệu nào sau đây?,"['A. Carbon dioxide.', 'B. Muối ăn.', 'C. Sodium hydroxide.', 'D. Ammonia.']",1.ThptHoangViet_NguyenMinhTri.docx
"NB – HH1.4 Nước cứng gây nhiều tác hại trong đời sống và sản xuất như đóng cặn đường ống dẫn nước, làm xà phòng có ít bọt khi giặt quần áo, làm giảm mùi vị thực phẩm khi nấu ăn. Nước cứng là nước chứa nhiều ion","['A. Ca2+ và Mg2+.', 'B. Cl- và SO42-.', 'C. HCO3- và Cl-.', 'D. Na+ và K+.']",1.ThptHoangViet_NguyenMinhTri.docx
"Trong các tinh dầu trên, theo quy định có bao nhiêu tinh dầu được phép mang theo lên máy bay?","['A. 2.', 'B. 4.', 'C. 5.', 'D. 6.']",1.ThptHoangViet_NguyenMinhTri.docx
"Hiểu – HH3.2 Phân đạm cung cấp nguyên tố nitrogen cho cây trồng ở dạng ammonium , nitrate . Độ dinh dưỡng của phân đạm được tính bằng phần trăm khối lượng của nguyên tố nitrogen có trong loại phân bón đó. Loại phân đạm nào sau đây có độ dinh dưỡng cao nhất?","['A. (NH4)2SO4.', 'B. CO(NH2)2.', 'C. NH4NO3.', 'D. NH4Cl.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.4 Kết quả phân tích phổ khối lượng (MS) cho thấy phân tử khối của hợp chất hữu cơ X là 58. Chất X có thể là,"['A. acetic acid.', 'B. acetone.', 'C. vinyl formate.', 'D. trimethylamine.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Phản ứng nào sau đây được gọi là phản ứng xà phòng hóa?,"['A. Thủy phân ester trong môi trường kiềm.', 'B. Thủy phân ester trong môi trường acid.', 'C. Phản ứng điều chế ester từ carboxylic acid và alcohol.', 'D. Phản ứng hydrogen hóa chất béo chứa gốc acid không no.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.3 Hợp chất (CH3)2NH có tên thay thế là,"['A. dimethylamine.', 'B. N-methylmethanamine.', 'C. methylamine.', 'D. ethanamine.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.1 Chất nào sau đây thuộc loại disaccharide?,"['A. Maltose.', 'B. Glucose.', 'C. Fructose.', 'D. Amylose.']",1.ThptHoangViet_NguyenMinhTri.docx
Nhận định nào sau đây đúng?,"['A. Phản ứng nitro hóa benzene là phản ứng cộng.', 'B. Trong giai đoạn (2) ở trên có sự hình thành liên kết .', 'C. Trong phân tử benzene có 6 liên kết .', 'D. X có cùng công thức phân tử với nitrobenzene.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.2 Công thức cấu tạo thu gọn của methyl ethanoate là,"['A. HCOOCH3.', 'B. CH3COOCH3.', 'C. CH3COOCH2CH3.', 'D. CH3CH2COOCH3.']",1.ThptHoangViet_NguyenMinhTri.docx
"NB – HH1.1 “Peptide là những hợp chất hữu cơ được cấu tạo từ các đơn vị … (1) … liên kết với nhau qua liên kết … (2) … ”. Nội dung phù hợp trong ô trống (1), (2) lần lượt là","['A. α-amino acid, amide (-CO-NH-).', 'B. β-amino acid, amide (-CO-NH-).', 'C. α-amino acid, peptide (-CO-NH-).', 'D. β-amino acid, peptide (-CO-NH-).']",1.ThptHoangViet_NguyenMinhTri.docx
Cho các nhận định sau về quá trình điện di của glutamic acid:,"['A. (a) Với môi trường pH = 1,0 thì dạng (I) di chuyển về cực dương.', 'B. (b) Với môi trường pH = 3,2 thì dạng (II) hầu như không dịch chuyển về các điện cực.', 'C. (c) Với môi trường pH = 12,0 thì dạng (III) di chuyển về cực dương.', 'D. (d) Với môi trường pH = 1,0 thì dạng (I) hầu như không dịch chuyển về các điện cực.']",1.ThptHoangViet_NguyenMinhTri.docx
Các nhận định đúng là,"['A. (a), (b).', 'B. (b), (c).', 'C. (b), (d).', 'D. (c), (d).']",1.ThptHoangViet_NguyenMinhTri.docx
Nhận xét nào sau đây về phản ứng trên là đúng?,"['A. Sn2+ là chất khử, Cr3+ là chất oxi hóa.', 'B. Cr là chất oxi hóa, Sn2+ là chất khử.', 'C. Cr là chất khử, Sn2+ là chất oxi hóa.', 'D. Cr3+ là chất khử, Sn2+ là chất oxi hóa.']",1.ThptHoangViet_NguyenMinhTri.docx
"VD – HH1.6 Một pin điện hóa tạo bởi hai cặp oxi hóa - khử ở điều kiện chuẩn: Fe2+/Fe và Sn2+/Sn với thế điện cực chuẩn tương ứng là -0,440 V và -0,137 V. Cho các phát biểu về pin điện hóa trên như sau:","['A. (a) Anode của pin là Sn.', 'B. (b) Cathode của pin là Fe2+.', 'C. (c) Quá trình xảy ra ở anode khi pin hoạt động là: Fe → Fe2+ +2e.', 'D. (d) Quá trình xảy ra ở cathode khi pin hoạt động là: Sn2+ +2e → Sn.', 'E. (e) Sức điện động chuẩn của pin là 0,203 (V).', 'F. Số phát biểu đúng là', 'A. 4.', 'B. 2.', 'C. 3.', 'D. 1.']",1.ThptHoangViet_NguyenMinhTri.docx
Quá trình điện phân được tiến hành với dòng điện có hiệu điện thế thấp (U = 5 V) và cường độ dòng điện 100–300 kA.,"['A. Cho biết: Năng lượng điện tiêu thụ theo lí thuyết: (kWh), trong đó mAl là khối lượng Al được điều chế (gam); F là hằng số Faraday (F = 96485 C mol-1); U (V) là hiệu điện thế áp đặt vào hai cực của bình điện phân.', 'B. Hiểu – HH1.3 a. Tại cathode xảy ra quá trình khử cation Al3+.']",1.ThptHoangViet_NguyenMinhTri.docx
NB – HH1.2 b. Cryolite không bị điện phân trong thùng điện phân.,['A. Hiểu – HH2.2 c. Năng lượng điện tiêu thụ để sản xuất được 1 kg Al theo lí thuyết là 10 kWh (đã làm tròn đến hàng đơn vị).'],1.ThptHoangViet_NguyenMinhTri.docx
VD – HH2.2 d. Trong quá trình xảy ra điện phân tỉ lệ mol Al2O3 và Na3AlF6 không thay đổi.,"['A. a. Đúng', 'B. b. Đúng', 'C. c. Sai, Năng lượng điện tiêu thụ để sản xuất được 1 kg Al theo lí thuyết là', 'D. d. Sai, vì trong quá trình điện phân, lượng Al2O3 giảm nên tỉ lệ mol Al2O3 và Na3AlF6 giảm.']",1.ThptHoangViet_NguyenMinhTri.docx
"Hỗn hợp sau phản ứng được làm lạnh để tạo tinh thể aspirin. Sau đó tiến hành lọc, rửa, làm khô sản phẩm.",['A. NB – HH1.1 a. Phản ứng tổng hợp aspirin là phản ứng ester hóa.'],1.ThptHoangViet_NguyenMinhTri.docx
Hiểu – HH1.4 b. Sử dụng phương pháp kết tinh để tách aspirin ra khỏi hỗn hợp sau phản ứng.,['A. Hiểu – HH1.4 c. 1 mol aspirin tác dụng tối đa với 2 mol NaOH trong dung dịch.'],1.ThptHoangViet_NguyenMinhTri.docx
"VD – HH1.6 d. Để tổng hợp aspirin đủ sản xuất 1 triệu viên “aspirin 81” cần dùng ít nhất 62,1 (kg) salicylic acid.","['A. a. Sai, phản ứng ester hóa là phản ứng giữa alcohol với carboxylic acid.', 'B. b. Đúng', 'C. c. Sai, 1 mol aspirin tác dụng tối đa với 3 mol NaOH trong dung dịch.', 'D. d. Đúng']",1.ThptHoangViet_NguyenMinhTri.docx
VD – HH2.2 d. Phản ứng chuyển hóa Y thành Z có sự thay thế một phần phối tử trong phức chất.,"['A. a. Đúng', 'B. b. Sai, phức chất Z có số phối trí là 4, có dạng hình học là bát diện', 'C. c. Đúng', 'D. d. Đúng']",1.ThptHoangViet_NguyenMinhTri.docx
"VD – HH1.6 Để tiến hành mạ một tấm huy chương (ruột bằng sắt với lớp mạ bằng đồng) hình trụ, đáy tròn với bán kính 2,5 cm, chiều cao hình trụ 0,3 cm, với lớp mạ bằng đồng dày 0,1 cm. Người ta có thể tiến hành điện phân dung dịch CuSO4 0,5M dư với cường độ dòng điện không đổi 2A, khi kết thúc điện phân (quá trình mạ hoàn thành) thì hết thời gian là t giờ. Biết khối lượng riêng của đồng là 8,95 g/cm3, và hiệu suất điện phân là 100%, giả thiết lớp mạ huy chương dày đều như nhau, toàn bộ lượng Cu tạo ra đều bám hết vào tấm huy chương và π =3,14. Tính t. (Kết quả làm tròn tới phần mười).","['A. Thể tích vật trước khi mạ: r = 2,5cm; h = 0,3cm → V = 5,8875cm3', 'B. Thể tích vật sau khi mạ: r = 2,5 + 0,1 = 2,6cm; h = 0,3 + 0,1*2 = 0,5cm → V = 10,6132cm3']",1.ThptHoangViet_NguyenMinhTri.docx
Hiểu – HH1.4 Thủy phân một tripeptide X (mạch hở) thu được hỗn hợp glycine và alanine có tỷ lệ mol 1:2. Có bao nhiêu đồng phân cấu tạo của X thỏa mãn tính chất trên?,['A. Có 3 đồng phân thỏa mãn: Gly-Ala-Ala; Ala-Gly-Ala; Ala-Ala-Gly.'],1.ThptHoangViet_NguyenMinhTri.docx
"Khi cho 42,8 gam hỗn hợp Al và Fe2O3 (có tỉ lệ số mol tương ứng 2:1) phản ứng hoàn toàn thì lượng nhiệt toả ra bằng bao nhiêu kJ? (Kết quả làm tròn đến hàng đơn vị).","['A. Đặt số mol Fe2O3 là x, Al là 2x', 'B. Ta có: 27.2x + 160.x = 42,8 → x = 0,2', 'C. Phản ứng nhiệt nhôm:', 'D. Lượng nhiệt tỏa ra: -851,5.0,2 = 170kJ']",1.ThptHoangViet_NguyenMinhTri.docx
Tính cho 25mL:,"['A. Bảo toàn S:', 'B. →', 'C. Bảo toàn electron:', 'D. → Số mol Fe2+ bị oxi hóa = 0,0175 - 0,0125 = 0,005mol', 'E. → Phần trăm Fe2+ bị oxi hóa: 0,005:0,0175*100% = 28,6%', 'F. ----------------------------- Hết -----------------------------']",1.ThptHoangViet_NguyenMinhTri.docx
Câu 1:Quá trình một chất chuyển từ thể rắn sang thể lỏng được gọi là quá trình,"['A. nóng chảy.', 'B. hóa hơi.', 'C. đông đặc.', 'D. ngưng tụ.']",10_TruongThptDtntN_TrangLong_ThptVietDuc-HuychungNguyen.docx
Câu 3: Một vật được làm nóng sao cho thể tích của vật không thay đổi thì nội năng của vật,"['A. giảm.', 'B. tăng.', 'C. giảm rồi tăng.', 'D. không thay đổi.']",10_TruongThptDtntN_TrangLong_ThptVietDuc-HuychungNguyen.docx
Câu 4: Nhiệt độ của nước tăng một lượng bao nhiêu kelvin (K) khi đi qua máy làm nóng nước?,"['A. 309,7 K.', 'B. 16,5 K.', 'C. 36,7 K.', 'D. 289,5 K.']",10_TruongThptDtntN_TrangLong_ThptVietDuc-HuychungNguyen.docx
Câu 5: Công suất tiêu thụ điện của máy làm nóng nước là,"['A. 2,7 kW.', 'B. 2,8 kW.', 'C. 3,0 kW.', 'D. 2,9 kW.']",10_TruongThptDtntN_TrangLong_ThptVietDuc-HuychungNguyen.docx
Câu 6: Một khối khí lí tưởng xác định có thể tích bằng . Nếu giữ áp suất của khối khí đó không đổi và làm cho thể tích của khối khí tăng lên bằng thì nhiệt độ tuyệt đối của khối khí,"['A. giảm 2 lần.', 'B. tăng 2 lần.', 'C. tăng 4 lần.', 'D. giảm 4 lần.']",10_TruongThptDtntN_TrangLong_ThptVietDuc-HuychungNguyen.docx
